Order_ID,Order_Date,Customer_Name,Email,Phone,City,State,Product,Category,Qty,Unit_Price,Discount,Payment_Mode,Order_Status,Delivery_Date,Sales,Net_Amount,Profit,Month,Year,Weekday
ORD1191,10-05-2025,Sneha,sneha85@gmail.com,9260651088,Bengaluru,Karnataka,Bottle,Home,3,,0,Wallet,Delivered,10-05-2025 00:00,,,,May,2025,Saturday
ORD1192,10-04-2025,Sneha,sneha47@gmail.com,9346739926,Lucknow,Up,Chair,Furniture,2,1499,0,UPI,Returned,10-04-2025 00:00,2998,2998,599.6,April,2025,Thursday
ORD1193,24-02-2025,Rahul,rahul83@gmail.com,9914184322,Pune,Maharashtra,Bottle,Home,3,499,0,Wallet,Returned,03-01-2025 00:00,1497,1497,299.40000000000003,February,2025,Monday
ORD1194,17-05-2025,Neha,neha48@gmail.com,9251581328,Bengaluru,Karnataka,Laptop,Electronics,5,1499,0,Card,Delivered,17-05-2025 00:00,7495,7495,1499,May,2025,Saturday
ORD1195,26-06-2025,Rahul,rahul97@gmail.com,9670476961,Pune,Maharashtra,Shoes,Fashion,2,9999,0,COD,Delivered,07-01-2025 00:00,19998,19998,3999.6000000000004,June,2025,Thursday
ORD1196,19-05-2025,Rohit,rohit36@gmail.com,9343829003,Lucknow,Up,Laptop,Electronics,4,9999,0,COD,Delivered,19-05-2025 00:00,39996,39996,7999.200000000001,May,2025,Monday
ORD1197,31-03-2025,Rahul,rahul76@gmail.com,9977813525,Mumbai,Maharashtra,Watch,Fashion,5,499,0,COD,Delivered,04-07-2025 00:00,2495,2495,499,March,2025,Monday
ORD1200,,Rohit,rohit8@gmail.com,9900633970,Jaipur,Rajasthan,Mouse,Electronics,4,1499,0,Wallet,Pending,,5996,5996,1199.2,,,
ORD1201,24-01-2025,Rohit,rohit31@gmail.com,9117012775,Bengaluru,Karnataka,Shoes,Fashion,2,1999,0,UPI,Delivered,24-01-2025 00:00,3998,3998,799.6,January,2025,Friday
ORD1202,16-05-2025,Rohit,rohit29@gmail.com,9297341581,Bengaluru,Karnataka,Chair,Furniture,5,9999,0,Wallet,Delivered,16-05-2025 00:00,49995,49995,9999,May,2025,Friday
ORD1203,29-04-2025,Vikas,vikas36@gmail.com,9900923665,Bengaluru,Karnataka,Bottle,Home,4,2599,0,UPI,Cancelled,05-07-2025 00:00,10396,10396,2079.2000000000003,April,2025,Tuesday
ORD1204,27-04-2025,Amit,amit28@gmail.com,9221581146,Lucknow,Up,Chair,Furniture,2,2599,0,NetBanking,Pending,05-02-2025 00:00,5198,5198,1039.6000000000001,April,2025,Sunday
ORD1206,17-03-2025,Vikas,vikas95@gmail.com,9428593006,Bengaluru,Karnataka,Chair,Furniture,2,9999,0,UPI,Cancelled,17-03-2025 00:00,19998,19998,3999.6000000000004,March,2025,Monday
ORD1207,,Neha,neha51@gmail.com,9327323248,Delhi,Delhi,Laptop,Electronics,2,4999,0,UPI,Delivered,,9998,9998,1999.6000000000001,,,
ORD1212,14-01-2025,Rohit,rohit67@gmail.com,9919764359,Pune,Maharashtra,Laptop,Electronics,5,1999,0,NetBanking,Delivered,14-01-2025 00:00,9995,9995,1999,January,2025,Tuesday
ORD1213,24-03-2025,Vikas,vikas32@gmail.com,9725923904,Mumbai,Maharashtra,Mouse,Electronics,5,1499,0,UPI,Cancelled,04-03-2025 00:00,7495,7495,1499,March,2025,Monday
ORD1214,22-01-2025,Neha,neha23@gmail.com,9763321213,Lucknow,Up,Shoes,Fashion,5,,0,NetBanking,Pending,02-01-2025 00:00,,,,January,2025,Wednesday
ORD1215,11-04-2025,Vikas,vikas57@gmail.com,9116763158,Jaipur,Rajasthan,Mouse,Electronics,5,9999,0,Wallet,Returned,11-04-2025 00:00,49995,49995,9999,April,2025,Friday
ORD1218,21-05-2025,Amit,amit29@gmail.com,9171906382,Lucknow,Up,Bottle,Home,2,1499,0,UPI,Returned,21-05-2025 00:00,2998,2998,599.6,May,2025,Wednesday
,26-01-2025,Rahul,rahul38@gmail.com,9240228562,Mumbai,Maharashtra,Mouse,Electronics,5,499,0,UPI,Pending,26-01-2025 00:00,2495,2495,499,January,2025,Sunday
ORD1220,04-04-2025,Rohit,rohit96@gmail.com,Unknown,Bengaluru,Karnataka,Watch,Fashion,1,9999,0,COD,Returned,04-08-2025 00:00,9999,9999,1999.8000000000002,April,2025,Friday
ORD1221,02-02-2025,Vikas,vikas94@gmail.com,9250810488,Lucknow,Up,Bottle,Home,5,999,0,NetBanking,Returned,02-08-2025 00:00,4995,4995,999,February,2025,Sunday
ORD1222,27-05-2025,Sneha,sneha39@gmail.com,9835766723,Lucknow,Up,Watch,Fashion,3,4999,0,Wallet,Returned,27-05-2025 00:00,14997,14997,2999.4,May,2025,Tuesday
ORD1223,01-05-2025,Vikas,vikas81@gmail.com,9706847038,Pune,Maharashtra,Watch,Fashion,5,4999,0,COD,Cancelled,05-10-2025 00:00,24995,24995,4999,May,2025,Thursday
ORD1224,15-03-2025,Rahul,rahul61@gmail.com,9378954231,Mumbai,Maharashtra,Mouse,Electronics,2,4999,0,COD,Returned,15-03-2025 00:00,9998,9998,1999.6000000000001,March,2025,Saturday
ORD1226,16-01-2025,Rohit,rohit61@gmail.com,9334158867,Mumbai,Maharashtra,Watch,Fashion,5,499,0,UPI,Cancelled,16-01-2025 00:00,2495,2495,499,January,2025,Thursday
ORD1227,15-01-2025,Rohit,rohit73@gmail.com,9753446036,Lucknow,Up,Bottle,Home,2,499,0,NetBanking,Returned,15-01-2025 00:00,998,998,199.60000000000002,January,2025,Wednesday
ORD1228,06-03-2025,Priya,priya72@gmail.com,9286654600,Bengaluru,Karnataka,Shoes,Fashion,2,499,0,Wallet,Pending,03-12-2025 00:00,998,998,199.60000000000002,March,2025,Thursday
ORD1229,06-06-2025,Rohit,rohit55@gmail.com,9202480572,Jaipur,Rajasthan,Bottle,Home,5,499,0,Wallet,Returned,06-10-2025 00:00,2495,2495,499,June,2025,Friday
ORD1230,23-01-2025,Priya,priya62@gmail.com,9703144165,Delhi,Delhi,Shoes,Fashion,3,4999,0,NetBanking,Delivered,02-02-2025 00:00,14997,14997,2999.4,January,2025,Thursday
ORD1231,07-05-2025,Neha,neha57@gmail.com,9311923454,Lucknow,Up,Bottle,Home,2,499,0,UPI,Delivered,05-10-2025 00:00,998,998,199.60000000000002,May,2025,Wednesday
ORD1233,23-04-2025,Amit,amit78@gmail.com,9170597569,Delhi,Delhi,Bottle,Home,4,999,0,NetBanking,Pending,23-04-2025 00:00,3996,3996,799.2,April,2025,Wednesday
ORD1234,,Rahul,rahul71@gmail.com,9252370625,Mumbai,Maharashtra,Mouse,Electronics,4,2599,0,COD,Delivered,,10396,10396,2079.2000000000003,,,
ORD1235,10-06-2025,Rohit,rohit82@gmail.com,9786681008,Mumbai,Maharashtra,Laptop,Electronics,5,9999,0,Wallet,Returned,10-06-2025 00:00,49995,49995,9999,June,2025,Tuesday
ORD1236,30-03-2025,Sneha,sneha52@gmail.com,9467598211,Pune,Maharashtra,Shoes,Fashion,5,4999,0,UPI,Returned,04-08-2025 00:00,24995,24995,4999,March,2025,Sunday
ORD1237,08-02-2025,Sneha,sneha64@gmail.com,9609840956,Delhi,Delhi,Mouse,Electronics,5,2599,0,NetBanking,Pending,02-12-2025 00:00,12995,12995,2599,February,2025,Saturday
ORD1238,13-02-2025,Sneha,sneha20@gmail.com,9215923777,Jaipur,Rajasthan,Chair,Furniture,3,2599,0,Wallet,Returned,13-02-2025 00:00,7797,7797,1559.4,February,2025,Thursday
ORD1239,02-02-2025,Amit,amit99@gmail.com,9298132383,Delhi,Delhi,Mouse,Electronics,4,4999,0,COD,Delivered,02-09-2025 00:00,19996,19996,3999.2000000000003,February,2025,Sunday
ORD1240,,Rahul,rahul41@gmail.com,9473396808,Pune,Maharashtra,Laptop,Electronics,1,1999,0,Wallet,Pending,,1999,1999,399.8,,,
ORD1241,13-04-2025,Rahul,rahul74@gmail.com,9266228954,Delhi,Delhi,Chair,Furniture,5,1499,0,COD,Cancelled,13-04-2025 00:00,7495,7495,1499,April,2025,Sunday
ORD1242,18-06-2025,Priya,priya44@gmail.com,Unknown,Bengaluru,Karnataka,Chair,Furniture,4,9999,0,NetBanking,Returned,18-06-2025 00:00,39996,39996,7999.200000000001,June,2025,Wednesday
ORD1243,,Neha,neha72@gmail.com,9384057702,Lucknow,Up,Chair,Furniture,5,999,0,Wallet,Cancelled,,4995,4995,999,,,
ORD1244,19-01-2025,Amit,amit54@gmail.com,9855809712,Mumbai,Maharashtra,Shoes,Fashion,5,499,0,Card,Pending,19-01-2025 00:00,2495,2495,499,January,2025,Sunday
ORD1245,20-04-2025,Rahul,rahul89@gmail.com,9549999839,Delhi,Delhi,Chair,Furniture,5,1499,0,COD,Pending,20-04-2025 00:00,7495,7495,1499,April,2025,Sunday
ORD1246,18-06-2025,Sneha,sneha96@gmail.com,9947789147,Mumbai,Maharashtra,Watch,Fashion,4,,0,UPI,Returned,18-06-2025 00:00,,,,June,2025,Wednesday
ORD1247,28-06-2025,Amit,amit15@gmail.com,9343013197,Delhi,Delhi,Chair,Furniture,5,1999,0,Card,Delivered,07-01-2025 00:00,9995,9995,1999,June,2025,Saturday
ORD1249,17-04-2025,Vikas,vikas45@gmail.com,9491984023,Mumbai,Maharashtra,Mouse,Electronics,5,499,0,COD,Cancelled,17-04-2025 00:00,2495,2495,499,April,2025,Thursday
ORD1251,26-06-2025,Neha,neha24@gmail.com,9849220357,Mumbai,Maharashtra,Watch,Fashion,3,1999,0,Wallet,Cancelled,07-05-2025 00:00,5997,5997,1199.4,June,2025,Thursday
ORD1253,27-03-2025,Priya,priya3@gmail.com,9739892616,Pune,Maharashtra,Laptop,Electronics,5,1999,0,NetBanking,Cancelled,04-01-2025 00:00,9995,9995,1999,March,2025,Thursday
ORD1256,02-01-2025,Rahul,rahul71@gmail.com,9808851312,Mumbai,Maharashtra,Laptop,Electronics,2,499,0,COD,Pending,01-07-2025 00:00,998,998,199.60000000000002,January,2025,Thursday
ORD1258,13-02-2025,Neha,neha55@gmail.com,9196604908,Lucknow,Up,Shoes,Fashion,2,4999,0,NetBanking,Delivered,13-02-2025 00:00,9998,9998,1999.6000000000001,February,2025,Thursday
ORD1259,21-03-2025,Rahul,rahul55@gmail.com,9414758374,Delhi,Delhi,Mouse,Electronics,5,999,0,Wallet,Returned,21-03-2025 00:00,4995,4995,999,March,2025,Friday
ORD1262,29-06-2025,Sneha,sneha24@gmail.com,9282445351,Pune,Maharashtra,Bottle,Home,5,499,0,Card,Returned,07-07-2025 00:00,2495,2495,499,June,2025,Sunday
ORD1263,23-05-2025,Amit,amit89@gmail.com,9432372075,Mumbai,Maharashtra,Laptop,Electronics,3,1999,0,Wallet,Returned,23-05-2025 00:00,5997,5997,1199.4,May,2025,Friday
ORD1266,12-04-2025,Sneha,sneha10@gmail.com,9408316749,Mumbai,Maharashtra,Shoes,Fashion,3,499,0,COD,Delivered,12-04-2025 00:00,1497,1497,299.40000000000003,April,2025,Saturday
ORD1267,09-01-2025,Neha,neha54@gmail.com,9588418445,Mumbai,Maharashtra,Mouse,Electronics,4,499,0,Wallet,Cancelled,09-01-2025 00:00,1996,1996,399.20000000000005,January,2025,Thursday
ORD1268,12-02-2025,Neha,neha99@gmail.com,9434349945,Jaipur,Rajasthan,Watch,Fashion,3,9999,0,UPI,Pending,12-02-2025 00:00,29997,29997,5999.400000000001,February,2025,Wednesday
ORD1271,12-06-2025,Rohit,rohit72@gmail.com,9387139728,Pune,Maharashtra,Shoes,Fashion,5,2599,0,UPI,Returned,12-06-2025 00:00,12995,12995,2599,June,2025,Thursday
ORD1273,19-05-2025,Vikas,vikas29@gmail.com,9933581073,Bengaluru,Karnataka,Bottle,Home,5,999,0,NetBanking,Pending,19-05-2025 00:00,4995,4995,999,May,2025,Monday
ORD1275,15-03-2025,Priya,priya71@gmail.com,9884785474,Pune,Maharashtra,Shoes,Fashion,1,1999,0,COD,Returned,15-03-2025 00:00,1999,1999,399.8,March,2025,Saturday
ORD1276,22-01-2025,Rahul,rahul20@gmail.com,9738093025,Mumbai,Maharashtra,Shoes,Fashion,1,1999,0,Wallet,Cancelled,22-01-2025 00:00,1999,1999,399.8,January,2025,Wednesday
ORD1277,21-03-2025,Sneha,sneha4@gmail.com,9514685895,Bengaluru,Karnataka,Chair,Furniture,2,2599,0,COD,Returned,21-03-2025 00:00,5198,5198,1039.6000000000001,March,2025,Friday
ORD1278,31-05-2025,Amit,amit21@gmail.com,9142819354,Pune,Maharashtra,Watch,Fashion,2,4999,0,UPI,Delivered,06-04-2025 00:00,9998,9998,1999.6000000000001,May,2025,Saturday
ORD1280,,Rahul,rahul74@gmail.com,9352557106,Pune,Maharashtra,Laptop,Electronics,4,1999,0,Card,Delivered,,7996,7996,1599.2,,,
ORD1283,26-04-2025,Vikas,vikas32@gmail.com,9297674020,Jaipur,Rajasthan,Laptop,Electronics,5,1499,0,COD,Returned,05-06-2025 00:00,7495,7495,1499,April,2025,Saturday
ORD1285,13-05-2025,Rahul,rahul62@gmail.com,9780966201,Lucknow,Up,Watch,Fashion,1,1999,0,UPI,Cancelled,13-05-2025 00:00,1999,1999,399.8,May,2025,Tuesday
ORD1286,03-04-2025,Sneha,sneha18@gmail.com,Unknown,Mumbai,Maharashtra,Shoes,Fashion,5,999,0,Card,Delivered,04-06-2025 00:00,4995,4995,999,April,2025,Thursday
ORD1288,,Priya,priya37@gmail.com,9149442884,Bengaluru,Karnataka,Laptop,Electronics,1,4999,0,Wallet,Cancelled,04-03-2025 00:00,4999,4999,999.8000000000001,,,
ORD1289,31-03-2025,Vikas,vikas42@gmail.com,9651366276,Jaipur,Rajasthan,Watch,Fashion,5,999,0,COD,Delivered,04-03-2025 00:00,4995,4995,999,March,2025,Monday
ORD1291,26-03-2025,Amit,amit94@gmail.com,9934522676,Delhi,Delhi,Bottle,Home,2,999,0,Card,Pending,26-03-2025 00:00,1998,1998,399.6,March,2025,Wednesday
,24-06-2025,Rahul,rahul60@gmail.com,9250231514,Pune,Maharashtra,Laptop,Electronics,2,1499,0,COD,Pending,24-06-2025 00:00,2998,2998,599.6,June,2025,Tuesday
ORD1293,14-03-2025,Rahul,rahul10@gmail.com,9168263225,Bengaluru,Karnataka,Laptop,Electronics,3,,0,UPI,Returned,14-03-2025 00:00,,,,March,2025,Friday
ORD1296,25-06-2025,Sneha,sneha88@gmail.com,9807038611,Pune,Maharashtra,Laptop,Electronics,5,,0,Wallet,Pending,25-06-2025 00:00,,,,June,2025,Wednesday
ORD1297,,Sneha,sneha36@gmail.com,9321478481,Bengaluru,Karnataka,Shoes,Fashion,3,9999,0,Wallet,Pending,,29997,29997,5999.400000000001,,,
ORD1299,12-05-2025,Rohit,rohit84@gmail.com,9519363731,Mumbai,Maharashtra,Shoes,Fashion,5,1999,0,UPI,Returned,12-05-2025 00:00,9995,9995,1999,May,2025,Monday
ORD1300,25-02-2025,Amit,amit19@gmail.com,9222483704,Jaipur,Rajasthan,Bottle,Home,1,499,0,NetBanking,Delivered,25-02-2025 00:00,499,499,99.80000000000001,February,2025,Tuesday
ORD1302,20-05-2025,Amit,amit79@gmail.com,9239911474,Bengaluru,Karnataka,Watch,Fashion,2,4999,0,COD,Returned,20-05-2025 00:00,9998,9998,1999.6000000000001,May,2025,Tuesday
ORD1303,20-06-2025,Rahul,rahul6@gmail.com,9432269451,Jaipur,Rajasthan,Shoes,Fashion,3,,0,Wallet,Delivered,20-06-2025 00:00,,,,June,2025,Friday
ORD1305,09-02-2025,Vikas,vikas86@gmail.com,9523265367,Bengaluru,Karnataka,Chair,Furniture,4,1999,0,COD,Delivered,02-12-2025 00:00,7996,7996,1599.2,February,2025,Sunday
ORD1306,,Sneha,sneha87@gmail.com,9217558569,Mumbai,Maharashtra,Mouse,Electronics,1,999,0,Wallet,Delivered,01-12-2025 00:00,999,999,199.8,,,
ORD1307,19-02-2025,Amit,amit22@gmail.com,9261952088,Bengaluru,Karnataka,Laptop,Electronics,5,9999,0,NetBanking,Delivered,19-02-2025 00:00,49995,49995,9999,February,2025,Wednesday
ORD1308,09-02-2025,Rahul,rahul41@gmail.com,Unknown,Delhi,Delhi,Chair,Furniture,2,1499,0,COD,Pending,02-12-2025 00:00,2998,2998,599.6,February,2025,Sunday
ORD1309,08-04-2025,Sneha,sneha88@gmail.com,9392114679,Jaipur,Rajasthan,Shoes,Fashion,2,1999,0,COD,Cancelled,08-04-2025 00:00,3998,3998,799.6,April,2025,Tuesday
ORD1311,23-06-2025,Sneha,sneha18@gmail.com,9199150123,Jaipur,Rajasthan,Bottle,Home,4,1999,0,Wallet,Pending,07-02-2025 00:00,7996,7996,1599.2,June,2025,Monday
ORD1312,03-02-2025,Amit,amit19@gmail.com,9113360501,Pune,Maharashtra,Laptop,Electronics,5,9999,0,COD,Cancelled,02-08-2025 00:00,49995,49995,9999,February,2025,Monday
ORD1313,12-03-2025,Vikas,vikas2@gmail.com,9296775424,Lucknow,Up,Bottle,Home,2,499,0,Wallet,Returned,12-03-2025 00:00,998,998,199.60000000000002,March,2025,Wednesday
ORD1314,14-01-2025,Vikas,vikas8@gmail.com,9612657813,Pune,Maharashtra,Chair,Furniture,5,4999,0,COD,Delivered,14-01-2025 00:00,24995,24995,4999,January,2025,Tuesday
ORD1315,,Rohit,rohit38@gmail.com,9122667888,Lucknow,Up,Laptop,Electronics,4,499,0,NetBanking,Delivered,06-11-2025 00:00,1996,1996,399.20000000000005,,,
ORD1316,14-02-2025,Amit,amit95@gmail.com,9399340561,Jaipur,Rajasthan,Bottle,Home,3,,0,UPI,Delivered,14-02-2025 00:00,,,,February,2025,Friday
ORD1317,11-02-2025,Sneha,sneha63@gmail.com,9849913603,Jaipur,Rajasthan,Shoes,Fashion,4,,0,NetBanking,Delivered,11-02-2025 00:00,,,,February,2025,Tuesday
ORD1318,21-02-2025,Rahul,rahul73@gmail.com,9771789560,Bengaluru,Karnataka,Bottle,Home,2,499,0,NetBanking,Cancelled,21-02-2025 00:00,998,998,199.60000000000002,February,2025,Friday
ORD1319,10-06-2025,Rahul,rahul7@gmail.com,9894093725,Mumbai,Maharashtra,Mouse,Electronics,5,,0,COD,Cancelled,06-12-2025 00:00,,,,June,2025,Tuesday
ORD1320,,Rahul,rahul4@gmail.com,9574814751,Pune,Maharashtra,Laptop,Electronics,1,4999,0,NetBanking,Cancelled,,4999,4999,999.8000000000001,,,
ORD1321,18-06-2025,Vikas,vikas53@gmail.com,9910821614,Mumbai,Maharashtra,Bottle,Home,3,999,0,NetBanking,Returned,18-06-2025 00:00,2997,2997,599.4,June,2025,Wednesday
ORD1322,16-04-2025,Vikas,vikas30@gmail.com,9997851784,Pune,Maharashtra,Mouse,Electronics,5,4999,0,Card,Returned,16-04-2025 00:00,24995,24995,4999,April,2025,Wednesday
ORD1323,04-01-2025,Priya,priya11@gmail.com,9838548948,Jaipur,Rajasthan,Shoes,Fashion,2,9999,0,COD,Pending,01-11-2025 00:00,19998,19998,3999.6000000000004,January,2025,Saturday
ORD1324,,Rohit,rohit58@gmail.com,9113037103,Pune,Maharashtra,Laptop,Electronics,5,4999,0,NetBanking,Pending,06-05-2025 00:00,24995,24995,4999,,,
ORD1325,29-05-2025,Amit,amit47@gmail.com,9397896952,Pune,Maharashtra,Mouse,Electronics,2,2599,0,Card,Pending,29-05-2025 00:00,5198,5198,1039.6000000000001,May,2025,Thursday
ORD1327,23-06-2025,Amit,amit42@gmail.com,9292419662,Delhi,Delhi,Laptop,Electronics,2,1999,0,Wallet,Pending,07-01-2025 00:00,3998,3998,799.6,June,2025,Monday
ORD1328,15-05-2025,Amit,amit64@gmail.com,9310217232,Mumbai,Maharashtra,Chair,Furniture,3,1999,0,NetBanking,Returned,15-05-2025 00:00,5997,5997,1199.4,May,2025,Thursday
ORD1329,09-05-2025,Rahul,rahul90@gmail.com,9706293416,Delhi,Delhi,Bottle,Home,5,4999,0,NetBanking,Returned,09-05-2025 00:00,24995,24995,4999,May,2025,Friday
ORD1330,06-06-2025,Vikas,vikas41@gmail.com,Unknown,Lucknow,Up,Mouse,Electronics,3,9999,0,UPI,Pending,06-10-2025 00:00,29997,29997,5999.400000000001,June,2025,Friday
ORD1331,23-06-2025,Sneha,sneha20@gmail.com,9561744309,Pune,Maharashtra,Mouse,Electronics,5,4999,0,COD,Delivered,23-06-2025 00:00,24995,24995,4999,June,2025,Monday
ORD1332,20-02-2025,Rohit,rohit35@gmail.com,9532206110,Bengaluru,Karnataka,Shoes,Fashion,3,,0,NetBanking,Cancelled,20-02-2025 00:00,,,,February,2025,Thursday
ORD1333,,Sneha,sneha67@gmail.com,9324547716,Bengaluru,Karnataka,Laptop,Electronics,4,4999,0,Wallet,Delivered,05-11-2025 00:00,19996,19996,3999.2000000000003,,,
ORD1334,27-02-2025,Rahul,rahul98@gmail.com,9151907626,Pune,Maharashtra,Bottle,Home,3,1999,0,Card,Returned,03-08-2025 00:00,5997,5997,1199.4,February,2025,Thursday
ORD1335,08-04-2025,Rohit,rohit34@gmail.com,9113457890,Lucknow,Up,Chair,Furniture,3,2599,0,Card,Pending,08-04-2025 00:00,7797,7797,1559.4,April,2025,Tuesday
ORD1337,04-02-2025,Rahul,rahul58@gmail.com,9753076727,Jaipur,Rajasthan,Laptop,Electronics,4,999,0,NetBanking,Cancelled,04-02-2025 00:00,3996,3996,799.2,February,2025,Tuesday
ORD1338,13-06-2025,Neha,neha99@gmail.com,9429636320,Lucknow,Up,Laptop,Electronics,5,4999,0,Wallet,Pending,13-06-2025 00:00,24995,24995,4999,June,2025,Friday
ORD1339,23-02-2025,Rahul,rahul24@gmail.com,9301753805,Lucknow,Up,Watch,Fashion,3,499,0,COD,Delivered,23-02-2025 00:00,1497,1497,299.40000000000003,February,2025,Sunday
ORD1340,27-03-2025,Rohit,rohit84@gmail.com,9258772494,Mumbai,Maharashtra,Shoes,Fashion,4,1499,0,Card,Delivered,04-06-2025 00:00,5996,5996,1199.2,March,2025,Thursday
ORD1342,,Rahul,rahul19@gmail.com,9869257406,Pune,Maharashtra,Chair,Furniture,5,,0,Wallet,Delivered,,,,,,,
ORD1343,23-02-2025,Rahul,rahul12@gmail.com,9783047502,Jaipur,Rajasthan,Laptop,Electronics,4,2599,0,NetBanking,Returned,23-02-2025 00:00,10396,10396,2079.2000000000003,February,2025,Sunday
ORD1345,05-06-2025,Sneha,sneha27@gmail.com,9536056189,Delhi,Delhi,Mouse,Electronics,1,499,0,NetBanking,Returned,05-06-2025 00:00,499,499,99.80000000000001,June,2025,Thursday
ORD1346,07-05-2025,Vikas,vikas51@gmail.com,9654467591,Lucknow,Up,Chair,Furniture,2,9999,0,UPI,Pending,07-05-2025 00:00,19998,19998,3999.6000000000004,May,2025,Wednesday
ORD1347,29-03-2025,Sneha,sneha3@gmail.com,9348019295,Mumbai,Maharashtra,Shoes,Fashion,1,499,0,UPI,Pending,29-03-2025 00:00,499,499,99.80000000000001,March,2025,Saturday
ORD1348,07-05-2025,Rahul,rahul68@gmail.com,9857040338,Mumbai,Maharashtra,Mouse,Electronics,2,499,0,COD,Delivered,05-09-2025 00:00,998,998,199.60000000000002,May,2025,Wednesday
ORD1349,21-03-2025,Amit,amit68@gmail.com,9794705508,Pune,Maharashtra,Bottle,Home,5,999,0,UPI,Delivered,21-03-2025 00:00,4995,4995,999,March,2025,Friday
ORD1350,10-04-2025,Rohit,rohit72@gmail.com,9665886128,Bengaluru,Karnataka,Laptop,Electronics,5,9999,0,Card,Returned,10-04-2025 00:00,49995,49995,9999,April,2025,Thursday
ORD1351,,Priya,priya80@gmail.com,9924669279,Jaipur,Rajasthan,Shoes,Fashion,5,1999,0,Wallet,Returned,,9995,9995,1999,,,
ORD1352,23-04-2025,Vikas,vikas87@gmail.com,Unknown,Delhi,Delhi,Chair,Furniture,3,4999,0,UPI,Delivered,23-04-2025 00:00,14997,14997,2999.4,April,2025,Wednesday
ORD1354,03-04-2025,Rahul,rahul12@gmail.com,9783505215,Mumbai,Maharashtra,Mouse,Electronics,1,499,0,Wallet,Returned,04-07-2025 00:00,499,499,99.80000000000001,April,2025,Thursday
ORD1355,10-03-2025,Sneha,sneha18@gmail.com,9117422351,Mumbai,Maharashtra,Watch,Fashion,4,999,0,Wallet,Pending,10-03-2025 00:00,3996,3996,799.2,March,2025,Monday
ORD1356,03-06-2025,Vikas,vikas64@gmail.com,9191378164,Bengaluru,Karnataka,Laptop,Electronics,4,2599,0,NetBanking,Returned,03-06-2025 00:00,10396,10396,2079.2000000000003,June,2025,Tuesday
ORD1357,06-04-2025,Neha,neha91@gmail.com,9732569957,Bengaluru,Karnataka,Mouse,Electronics,5,2599,0,COD,Delivered,06-04-2025 00:00,12995,12995,2599,April,2025,Sunday
ORD1358,15-01-2025,Vikas,vikas80@gmail.com,9139900666,Pune,Maharashtra,Bottle,Home,4,9999,0,UPI,Delivered,15-01-2025 00:00,39996,39996,7999.200000000001,January,2025,Wednesday
ORD1359,03-06-2025,Priya,priya71@gmail.com,9848437643,Bengaluru,Karnataka,Shoes,Fashion,5,1499,0,Wallet,Cancelled,06-09-2025 00:00,7495,7495,1499,June,2025,Tuesday
ORD1360,,Vikas,vikas94@gmail.com,9394841989,Lucknow,Up,Bottle,Home,1,1999,0,COD,Pending,,1999,1999,399.8,,,
ORD1361,30-01-2025,Amit,amit73@gmail.com,9645486322,Lucknow,Up,Mouse,Electronics,3,1999,0,NetBanking,Pending,02-09-2025 00:00,5997,5997,1199.4,January,2025,Thursday
ORD1362,13-05-2025,Priya,priya84@gmail.com,9419451949,Pune,Maharashtra,Bottle,Home,3,9999,0,UPI,Delivered,13-05-2025 00:00,29997,29997,5999.400000000001,May,2025,Tuesday
ORD1364,12-05-2025,Rahul,rahul80@gmail.com,9356805063,Bengaluru,Karnataka,Mouse,Electronics,5,499,0,COD,Cancelled,12-05-2025 00:00,2495,2495,499,May,2025,Monday
,23-06-2025,Sneha,sneha38@gmail.com,9546087489,Pune,Maharashtra,Shoes,Fashion,5,9999,0,Wallet,Returned,23-06-2025 00:00,49995,49995,9999,June,2025,Monday
ORD1369,,Sneha,sneha15@gmail.com,9836165631,Pune,Maharashtra,Shoes,Fashion,5,1499,0,Card,Returned,,7495,7495,1499,,,
ORD1370,17-05-2025,Rahul,rahul24@gmail.com,9244713912,Bengaluru,Karnataka,Bottle,Home,5,4999,0,Wallet,Pending,17-05-2025 00:00,24995,24995,4999,May,2025,Saturday
ORD1371,04-01-2025,Sneha,sneha55@gmail.com,9125679072,Jaipur,Rajasthan,Chair,Furniture,2,1999,0,Wallet,Delivered,04-01-2025 00:00,3998,3998,799.6,January,2025,Saturday
ORD1373,12-05-2025,Neha,neha77@gmail.com,9898877941,Pune,Maharashtra,Bottle,Home,4,4999,0,Wallet,Returned,12-05-2025 00:00,19996,19996,3999.2000000000003,May,2025,Monday
ORD1375,04-04-2025,Rahul,rahul19@gmail.com,9691259107,Mumbai,Maharashtra,Bottle,Home,1,2599,0,UPI,Delivered,04-04-2025 00:00,2599,2599,519.8000000000001,April,2025,Friday
ORD1376,01-06-2025,Sneha,sneha34@gmail.com,9409847018,Lucknow,Up,Mouse,Electronics,4,999,0,COD,Delivered,06-11-2025 00:00,3996,3996,799.2,June,2025,Sunday
ORD1378,,Vikas,vikas70@gmail.com,9986148293,Mumbai,Maharashtra,Shoes,Fashion,4,1499,0,COD,Cancelled,,5996,5996,1199.2,,,
ORD1379,19-01-2025,Amit,amit6@gmail.com,9793867955,Bengaluru,Karnataka,Watch,Fashion,5,,0,NetBanking,Pending,19-01-2025 00:00,,,,January,2025,Sunday
